,,Mg/Ca,Mg/Ca,Mg/Ca,d18O,d18O,d18O,depthrange,depthrange,ddate,sal,sal,sal,d18Ow,d18Ow,d18Ow,Ctemp_min,Ctemp_min,Ctemp_min,Ctemp_max,Ctemp_max,Ctemp_max,Ctemp_mid,Ctemp_mid,Ctemp_mid
G. hirsuta,1984-04-01,,1.59,,,1.06,,500.0,800.0,5204,36.21+/-0.09,35.40+/-0.09,35.81+/-0.09,0.94+/-0.05,0.49+/-0.05,0.72+/-0.05,nan+/-nan,15.21+/-0.22,nan+/-nan,nan+/-nan,13.28+/-0.21,nan+/-nan,nan+/-nan,14.26+/-0.21,nan+/-nan
G. inflata,1978-05-01,,1.55,,,0.45,,100.0,400.0,3042,36.53+/-0.09,36.44+/-0.09,36.55+/-0.09,1.12+/-0.05,1.07+/-0.05,1.13+/-0.05,nan+/-nan,18.66+/-0.22,nan+/-nan,nan+/-nan,18.43+/-0.22,nan+/-nan,nan+/-nan,18.72+/-0.22,nan+/-nan
G. inflata,1979-01-01,,1.95,,,,,100.0,400.0,3287,36.53+/-0.09,36.43+/-0.09,36.55+/-0.09,1.12+/-0.05,1.07+/-0.05,1.13+/-0.05,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan
G. inflata,1979-04-01,,1.79,,,,,100.0,400.0,3377,36.53+/-0.09,36.43+/-0.09,36.55+/-0.09,1.12+/-0.05,1.07+/-0.05,1.13+/-0.05,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan,nan+/-nan
G. inflata,1979-06-01,,1.77,,,0.41,,100.0,400.0,3438,36.52+/-0.09,36.43+/-0.09,36.55+/-0.09,1.12+/-0.05,1.07+/-0.05,1.13+/-0.05,nan+/-nan,18.83+/-0.22,nan+/-nan,nan+/-nan,18.60+/-0.22,nan+/-nan,nan+/-nan,18.89+/-0.23,nan+/-nan
G. inflata,1980-03-01,,1.6,,,0.58,,100.0,400.0,3712,36.52+/-0.09,36.43+/-0.09,36.54+/-0.09,1.11+/-0.05,1.06+/-0.05,1.13+/-0.05,nan+/-nan,18.06+/-0.22,nan+/-nan,nan+/-nan,17.83+/-0.22,nan+/-nan,nan+/-nan,18.12+/-0.22,nan+/-nan
G. inflata,1980-05-01,,1.76,,,0.59,,100.0,400.0,3773,36.52+/-0.09,36.43+/-0.09,36.54+/-0.09,1.11+/-0.05,1.06+/-0.05,1.13+/-0.05,nan+/-nan,18.01+/-0.22,nan+/-nan,nan+/-nan,17.79+/-0.22,nan+/-nan,nan+/-nan,18.07+/-0.22,nan+/-nan
G. inflata,1981-01-01,,1.74,,,0.3,,100.0,400.0,4018,36.51+/-0.09,36.42+/-0.09,36.53+/-0.09,1.11+/-0.05,1.06+/-0.05,1.12+/-0.05,nan+/-nan,19.29+/-0.23,nan+/-nan,nan+/-nan,19.06+/-0.23,nan+/-nan,nan+/-nan,19.35+/-0.23,nan+/-nan
G. inflata,1981-03-01,,1.74,,,0.37,,100.0,400.0,4077,36.51+/-0.09,36.42+/-0.09,36.53+/-0.09,1.11+/-0.05,1.06+/-0.05,1.12+/-0.05,nan+/-nan,18.97+/-0.23,nan+/-nan,nan+/-nan,18.74+/-0.22,nan+/-nan,nan+/-nan,19.03+/-0.23,nan+/-nan
G. inflata,1981-04-01,,1.67,,,0.57,,100.0,400.0,4108,36.51+/-0.09,36.42+/-0.09,36.53+/-0.09,1.11+/-0.05,1.06+/-0.05,1.12+/-0.05,nan+/-nan,18.08+/-0.22,nan+/-nan,nan+/-nan,17.85+/-0.22,nan+/-nan,nan+/-nan,18.14+/-0.22,nan+/-nan
G. inflata,1982-05-01,,1.55,,,0.62,,100.0,400.0,4503,36.50+/-0.09,36.41+/-0.09,36.52+/-0.09,1.10+/-0.05,1.05+/-0.05,1.12+/-0.05,nan+/-nan,17.83+/-0.22,nan+/-nan,nan+/-nan,17.61+/-0.22,nan+/-nan,nan+/-nan,17.89+/-0.22,nan+/-nan
G. inflata,1983-02-01,,1.51,,,0.47,,100.0,400.0,4779,36.49+/-0.09,36.40+/-0.09,36.52+/-0.09,1.10+/-0.05,1.05+/-0.05,1.11+/-0.05,nan+/-nan,18.49+/-0.22,nan+/-nan,nan+/-nan,18.26+/-0.22,nan+/-nan,nan+/-nan,18.54+/-0.22,nan+/-nan
G. inflata,1983-04-01,,1.61,,,0.64,,100.0,400.0,4838,36.49+/-0.09,36.40+/-0.09,36.52+/-0.09,1.10+/-0.05,1.05+/-0.05,1.11+/-0.05,nan+/-nan,17.73+/-0.22,nan+/-nan,nan+/-nan,17.50+/-0.22,nan+/-nan,nan+/-nan,17.79+/-0.22,nan+/-nan
G. inflata,1984-02-01,,1.54,,,0.51,,100.0,400.0,5144,36.49+/-0.09,36.40+/-0.09,36.51+/-0.09,1.10+/-0.05,1.05+/-0.05,1.11+/-0.05,nan+/-nan,18.30+/-0.22,nan+/-nan,nan+/-nan,18.07+/-0.22,nan+/-nan,nan+/-nan,18.36+/-0.22,nan+/-nan
G. inflata,1984-04-01,,1.62,,,0.57,,100.0,400.0,5204,36.49+/-0.09,36.40+/-0.09,36.51+/-0.09,1.10+/-0.05,1.05+/-0.05,1.11+/-0.05,nan+/-nan,18.04+/-0.22,nan+/-nan,nan+/-nan,17.81+/-0.22,nan+/-nan,nan+/-nan,18.09+/-0.22,nan+/-nan
G. ruber (pink),1978-05-01,2.72,3.41,,-0.15,-0.55,,0.0,25.0,3042,36.57+/-0.09,36.54+/-0.09,36.55+/-0.09,1.14+/-0.05,1.12+/-0.05,1.13+/-0.05,21.47+/-0.23,23.32+/-0.23,nan+/-nan,21.40+/-0.23,23.25+/-0.23,nan+/-nan,21.42+/-0.23,23.27+/-0.23,nan+/-nan
G. ruber (pink),1978-07-01,3.55,3.68,,-1.12,-1.37,,0.0,25.0,3103,36.40+/-0.09,36.48+/-0.09,36.41+/-0.09,1.04+/-0.05,1.09+/-0.05,1.05+/-0.05,25.56+/-0.24,26.75+/-0.24,nan+/-nan,25.78+/-0.24,26.98+/-0.24,nan+/-nan,25.59+/-0.24,26.78+/-0.24,nan+/-nan
G. ruber (pink),1978-09-01,4.63,,,-1.31,,,0.0,25.0,3165,36.31+/-0.09,36.33+/-0.09,36.30+/-0.09,1.00+/-0.05,1.01+/-0.05,0.99+/-0.05,26.23+/-0.24,nan+/-nan,nan+/-nan,26.30+/-0.24,nan+/-nan,nan+/-nan,26.21+/-0.24,nan+/-nan,nan+/-nan
G. ruber (pink),1979-01-01,3.41,4.53,,-0.71,-0.86,,0.0,25.0,3287,36.56+/-0.09,36.54+/-0.09,36.55+/-0.09,1.14+/-0.05,1.12+/-0.05,1.13+/-0.05,24.05+/-0.24,24.76+/-0.24,nan+/-nan,23.99+/-0.24,24.70+/-0.24,nan+/-nan,24.02+/-0.24,24.72+/-0.24,nan+/-nan
G. ruber (pink),1979-04-01,2.87,3.02,,-0.32,-0.38,,0.0,25.0,3377,36.56+/-0.09,36.54+/-0.09,36.54+/-0.09,1.13+/-0.05,1.12+/-0.05,1.13+/-0.05,22.23+/-0.23,22.51+/-0.23,nan+/-nan,22.17+/-0.23,22.45+/-0.23,nan+/-nan,22.20+/-0.23,22.47+/-0.23,nan+/-nan
G. ruber (pink),1979-06-01,4.55,3.89,,-1.15,-1.22,,0.0,25.0,3438,36.52+/-0.09,36.53+/-0.09,36.53+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,26.04+/-0.24,26.38+/-0.24,nan+/-nan,26.07+/-0.24,26.40+/-0.24,nan+/-nan,26.07+/-0.24,26.40+/-0.24,nan+/-nan
G. ruber (pink),1979-08-01,,3.52,,,-1.54,,0.0,25.0,3499,36.31+/-0.09,36.35+/-0.09,36.31+/-0.09,1.00+/-0.05,1.02+/-0.05,1.00+/-0.05,nan+/-nan,27.36+/-0.24,nan+/-nan,nan+/-nan,27.45+/-0.24,nan+/-nan,nan+/-nan,27.34+/-0.24,nan+/-nan
G. ruber (pink),1979-11-01,4.89,5.11,,-2.26,-1.56,,0.0,25.0,3591,36.47+/-0.09,36.52+/-0.09,36.50+/-0.09,1.09+/-0.05,1.12+/-0.05,1.10+/-0.05,31.33+/-0.25,27.88+/-0.24,nan+/-nan,31.47+/-0.25,28.02+/-0.24,nan+/-nan,31.40+/-0.25,27.95+/-0.24,nan+/-nan
G. ruber (pink),1980-05-01,,3.38,,,-0.36,,0.0,25.0,3773,36.56+/-0.09,36.53+/-0.09,36.54+/-0.09,1.13+/-0.05,1.12+/-0.05,1.12+/-0.05,nan+/-nan,22.41+/-0.23,nan+/-nan,nan+/-nan,22.34+/-0.23,nan+/-nan,nan+/-nan,22.36+/-0.23,nan+/-nan
G. ruber (pink),1980-07-01,3.79,4.42,,-1.5,-1.44,,0.0,25.0,3834,36.39+/-0.09,36.47+/-0.09,36.40+/-0.09,1.04+/-0.05,1.09+/-0.05,1.05+/-0.05,27.37+/-0.24,27.08+/-0.24,nan+/-nan,27.59+/-0.24,27.30+/-0.24,nan+/-nan,27.40+/-0.24,27.11+/-0.24,nan+/-nan
G. ruber (pink),1980-09-01,4.26,4.61,,-1.75,-1.7,,0.0,25.0,3896,36.29+/-0.09,36.32+/-0.09,36.29+/-0.09,0.99+/-0.05,1.00+/-0.05,0.98+/-0.05,28.32+/-0.25,28.07+/-0.24,nan+/-nan,28.38+/-0.25,28.14+/-0.25,nan+/-nan,28.30+/-0.25,28.05+/-0.24,nan+/-nan
G. ruber (pink),1980-11-01,4.18,4.51,,-1.49,-1.65,,0.0,25.0,3957,36.46+/-0.09,36.52+/-0.09,36.49+/-0.09,1.08+/-0.05,1.11+/-0.05,1.10+/-0.05,27.51+/-0.24,28.29+/-0.25,nan+/-nan,27.66+/-0.24,28.43+/-0.25,nan+/-nan,27.58+/-0.24,28.36+/-0.25,nan+/-nan
G. ruber (pink),1981-04-01,2.92,3.2,,-0.25,-0.51,,0.0,25.0,4108,36.54+/-0.09,36.52+/-0.09,36.53+/-0.09,1.13+/-0.05,1.11+/-0.05,1.12+/-0.05,21.86+/-0.23,23.07+/-0.23,nan+/-nan,21.81+/-0.23,23.01+/-0.23,nan+/-nan,21.83+/-0.23,23.03+/-0.23,nan+/-nan
G. ruber (pink),1981-06-01,3.75,3.62,,-0.88,-1.14,,0.0,25.0,4169,36.51+/-0.09,36.52+/-0.09,36.52+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,24.73+/-0.24,25.97+/-0.24,nan+/-nan,24.74+/-0.24,25.97+/-0.24,nan+/-nan,24.75+/-0.24,25.98+/-0.24,nan+/-nan
G. ruber (pink),1981-08-01,4.31,3.55,,-1.6,-1.54,,0.0,25.0,4230,36.30+/-0.09,36.34+/-0.09,36.30+/-0.09,0.99+/-0.05,1.01+/-0.05,0.99+/-0.05,27.61+/-0.24,27.32+/-0.24,nan+/-nan,27.71+/-0.24,27.42+/-0.24,nan+/-nan,27.60+/-0.24,27.31+/-0.24,nan+/-nan
G. ruber (pink),1981-11-01,4.14,4.78,,-1.51,-1.46,,0.0,25.0,4322,36.44+/-0.09,36.50+/-0.09,36.47+/-0.09,1.07+/-0.05,1.10+/-0.05,1.09+/-0.05,27.56+/-0.24,27.32+/-0.24,nan+/-nan,27.72+/-0.24,27.48+/-0.24,nan+/-nan,27.63+/-0.24,27.39+/-0.24,nan+/-nan
G. ruber (pink),1982-03-01,3.34,3.02,,-0.21,-0.14,,0.0,25.0,4442,36.53+/-0.09,36.51+/-0.09,36.52+/-0.09,1.12+/-0.05,1.11+/-0.05,1.11+/-0.05,21.66+/-0.23,21.33+/-0.23,nan+/-nan,21.60+/-0.23,21.28+/-0.23,nan+/-nan,21.62+/-0.23,21.30+/-0.23,nan+/-nan
G. ruber (pink),1982-05-01,2.62,3.17,,-0.45,-0.48,,0.0,25.0,4503,36.54+/-0.09,36.51+/-0.09,36.52+/-0.09,1.12+/-0.05,1.11+/-0.05,1.11+/-0.05,22.78+/-0.23,22.92+/-0.23,nan+/-nan,22.71+/-0.23,22.85+/-0.23,nan+/-nan,22.73+/-0.23,22.87+/-0.23,nan+/-nan
G. ruber (pink),1982-07-01,4.28,4.28,,-1.3,-1.45,,0.0,25.0,4564,36.38+/-0.09,36.47+/-0.09,36.40+/-0.09,1.04+/-0.05,1.08+/-0.05,1.05+/-0.05,26.38+/-0.24,27.11+/-0.24,nan+/-nan,26.61+/-0.24,27.33+/-0.24,nan+/-nan,26.43+/-0.24,27.15+/-0.24,nan+/-nan
G. ruber (pink),1982-11-01,3.95,4.2,,-1.18,-1.33,,0.0,25.0,4687,36.43+/-0.09,36.49+/-0.09,36.46+/-0.09,1.06+/-0.05,1.10+/-0.05,1.08+/-0.05,25.93+/-0.24,26.65+/-0.24,nan+/-nan,26.10+/-0.24,26.82+/-0.24,nan+/-nan,26.01+/-0.24,26.72+/-0.24,nan+/-nan
G. ruber (pink),1983-04-01,4.18,3.52,,-0.48,-0.49,,0.0,25.0,4838,36.52+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,22.88+/-0.23,22.93+/-0.23,nan+/-nan,22.83+/-0.23,22.88+/-0.23,nan+/-nan,22.85+/-0.23,22.90+/-0.23,nan+/-nan
G. ruber (pink),1983-06-01,3.99,4.49,,-1.04,-1.04,,0.0,25.0,4899,36.51+/-0.09,36.50+/-0.09,36.51+/-0.09,1.11+/-0.05,1.10+/-0.05,1.11+/-0.05,25.48+/-0.24,25.48+/-0.24,nan+/-nan,25.46+/-0.24,25.46+/-0.24,nan+/-nan,25.47+/-0.24,25.47+/-0.24,nan+/-nan
G. ruber (pink),1983-08-01,4.43,4.65,,-1.53,-1.68,,0.0,25.0,4960,36.29+/-0.09,36.33+/-0.09,36.29+/-0.09,0.99+/-0.05,1.01+/-0.05,0.98+/-0.05,27.25+/-0.24,27.97+/-0.24,nan+/-nan,27.36+/-0.24,28.09+/-0.24,nan+/-nan,27.24+/-0.24,27.96+/-0.24,nan+/-nan
G. ruber (pink),1983-10-01,4.51,4.65,,-1.54,-1.57,,0.0,25.0,5021,36.31+/-0.09,36.37+/-0.09,36.31+/-0.09,1.00+/-0.05,1.03+/-0.05,1.00+/-0.05,27.34+/-0.24,27.49+/-0.24,nan+/-nan,27.50+/-0.24,27.64+/-0.24,nan+/-nan,27.34+/-0.24,27.49+/-0.24,nan+/-nan
G. ruber (pink),1983-12-01,4.26,4.61,,-1.08,-1.05,,0.0,25.0,5082,36.53+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,25.72+/-0.24,25.58+/-0.24,nan+/-nan,25.65+/-0.24,25.50+/-0.24,nan+/-nan,25.67+/-0.24,25.53+/-0.24,nan+/-nan
G. ruber (pink),1984-04-01,3.46,3.24,,-0.34,,,0.0,25.0,5204,36.52+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,22.23+/-0.23,nan+/-nan,nan+/-nan,22.18+/-0.23,nan+/-nan,nan+/-nan,22.20+/-0.23,nan+/-nan,nan+/-nan
G. ruber (white),1978-05-01,2.98,2.92,,-0.27,-0.3,,0.0,50.0,3042,36.57+/-0.09,36.53+/-0.09,36.54+/-0.09,1.14+/-0.05,1.12+/-0.05,1.12+/-0.05,22.03+/-0.23,22.16+/-0.23,nan+/-nan,21.92+/-0.23,22.06+/-0.23,nan+/-nan,21.95+/-0.23,22.09+/-0.23,nan+/-nan
G. ruber (white),1978-07-01,3.75,3.47,,-0.83,-0.88,,0.0,50.0,3103,36.40+/-0.09,36.53+/-0.09,36.48+/-0.09,1.04+/-0.05,1.12+/-0.05,1.09+/-0.05,24.19+/-0.24,24.42+/-0.24,nan+/-nan,24.53+/-0.24,24.77+/-0.24,nan+/-nan,24.40+/-0.24,24.64+/-0.24,nan+/-nan
G. ruber (white),1978-09-01,4.56,4.7,,-1.12,-1.35,,0.0,50.0,3165,36.31+/-0.09,36.52+/-0.09,36.33+/-0.09,1.00+/-0.05,1.11+/-0.05,1.01+/-0.05,25.32+/-0.24,26.42+/-0.24,nan+/-nan,25.88+/-0.24,26.98+/-0.24,nan+/-nan,25.39+/-0.24,26.49+/-0.24,nan+/-nan
G. ruber (white),1978-11-01,4.77,4.04,,-1.21,-1.32,,0.0,50.0,3226,36.48+/-0.09,36.53+/-0.09,36.53+/-0.09,1.09+/-0.05,1.12+/-0.05,1.12+/-0.05,26.22+/-0.24,26.75+/-0.24,nan+/-nan,26.34+/-0.24,26.87+/-0.24,nan+/-nan,26.35+/-0.24,26.88+/-0.24,nan+/-nan
G. ruber (white),1979-01-01,3.86,4.27,,-0.61,-1.21,,0.0,50.0,3287,36.56+/-0.09,36.53+/-0.09,36.54+/-0.09,1.14+/-0.05,1.12+/-0.05,1.12+/-0.05,23.58+/-0.24,26.42+/-0.24,nan+/-nan,23.50+/-0.24,26.34+/-0.24,nan+/-nan,23.52+/-0.24,26.36+/-0.24,nan+/-nan
G. ruber (white),1979-04-01,3.05,2.94,,-0.46,-0.29,,0.0,50.0,3377,36.56+/-0.09,36.53+/-0.09,36.54+/-0.09,1.13+/-0.05,1.12+/-0.05,1.12+/-0.05,22.88+/-0.23,22.09+/-0.23,nan+/-nan,22.80+/-0.23,22.01+/-0.23,nan+/-nan,22.82+/-0.23,22.04+/-0.23,nan+/-nan
G. ruber (white),1979-06-01,3.61,4.01,,-0.84,-0.94,,0.0,50.0,3438,36.52+/-0.09,36.52+/-0.09,36.53+/-0.09,1.12+/-0.05,1.12+/-0.05,1.12+/-0.05,24.57+/-0.24,25.04+/-0.24,nan+/-nan,24.57+/-0.24,25.05+/-0.24,nan+/-nan,24.60+/-0.24,25.07+/-0.24,nan+/-nan
G. ruber (white),1979-11-01,5.25,5.1,,-1.37,-1.42,,0.0,50.0,3591,36.47+/-0.09,36.52+/-0.09,36.52+/-0.09,1.09+/-0.05,1.12+/-0.05,1.12+/-0.05,26.96+/-0.24,27.20+/-0.24,nan+/-nan,27.09+/-0.24,27.33+/-0.24,nan+/-nan,27.10+/-0.24,27.34+/-0.24,nan+/-nan
G. ruber (white),1980-05-01,,2.95,,,-0.25,,0.0,50.0,3773,36.56+/-0.09,36.52+/-0.09,36.53+/-0.09,1.13+/-0.05,1.11+/-0.05,1.12+/-0.05,nan+/-nan,21.91+/-0.23,nan+/-nan,nan+/-nan,21.81+/-0.23,nan+/-nan,nan+/-nan,21.83+/-0.23,nan+/-nan
G. ruber (white),1980-07-01,3.71,,,-0.74,,,0.0,50.0,3834,36.39+/-0.09,36.52+/-0.09,36.47+/-0.09,1.04+/-0.05,1.11+/-0.05,1.09+/-0.05,23.75+/-0.24,nan+/-nan,nan+/-nan,24.08+/-0.24,nan+/-nan,nan+/-nan,23.97+/-0.24,nan+/-nan,nan+/-nan
G. ruber (white),1980-09-01,4.88,4.82,,-1.3,-1.49,,0.0,50.0,3896,36.29+/-0.09,36.50+/-0.09,36.32+/-0.09,0.99+/-0.05,1.10+/-0.05,1.00+/-0.05,26.14+/-0.24,27.05+/-0.24,nan+/-nan,26.71+/-0.24,27.62+/-0.24,nan+/-nan,26.21+/-0.24,27.12+/-0.24,nan+/-nan
G. ruber (white),1980-11-01,4.56,,,-1.15,,,0.0,50.0,3957,36.46+/-0.09,36.51+/-0.09,36.52+/-0.09,1.08+/-0.05,1.11+/-0.05,1.11+/-0.05,25.87+/-0.24,nan+/-nan,nan+/-nan,26.01+/-0.24,nan+/-nan,nan+/-nan,26.02+/-0.24,nan+/-nan,nan+/-nan
G. ruber (white),1981-04-01,,3.03,,,-0.26,,0.0,50.0,4108,36.54+/-0.09,36.51+/-0.09,36.52+/-0.09,1.13+/-0.05,1.11+/-0.05,1.11+/-0.05,nan+/-nan,21.91+/-0.23,nan+/-nan,nan+/-nan,21.83+/-0.23,nan+/-nan,nan+/-nan,21.86+/-0.23,nan+/-nan
G. ruber (white),1981-06-01,3.54,3.76,,-0.53,-0.91,,0.0,50.0,4169,36.51+/-0.09,36.51+/-0.09,36.52+/-0.09,1.11+/-0.05,1.11+/-0.05,1.11+/-0.05,23.09+/-0.23,24.88+/-0.24,nan+/-nan,23.07+/-0.23,24.86+/-0.24,nan+/-nan,23.10+/-0.23,24.88+/-0.24,nan+/-nan
G. ruber (white),1981-08-01,4.35,4.27,,-0.93,-1.08,,0.0,50.0,4230,36.30+/-0.09,36.50+/-0.09,36.34+/-0.09,0.99+/-0.05,1.10+/-0.05,1.01+/-0.05,24.41+/-0.24,25.12+/-0.24,nan+/-nan,24.93+/-0.24,25.64+/-0.24,nan+/-nan,24.51+/-0.24,25.22+/-0.24,nan+/-nan
G. ruber (white),1981-11-01,,4.36,,,-1.33,,0.0,50.0,4322,36.44+/-0.09,36.50+/-0.09,36.50+/-0.09,1.07+/-0.05,1.10+/-0.05,1.10+/-0.05,nan+/-nan,26.69+/-0.24,nan+/-nan,nan+/-nan,26.85+/-0.24,nan+/-nan,nan+/-nan,26.85+/-0.24,nan+/-nan
G. ruber (white),1982-01-01,4.14,3.95,,-0.47,-0.49,,0.0,50.0,4383,36.53+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,22.87+/-0.23,22.96+/-0.23,nan+/-nan,22.78+/-0.23,22.87+/-0.23,nan+/-nan,22.81+/-0.23,22.90+/-0.23,nan+/-nan
G. ruber (white),1982-03-01,3.22,3.18,,-0.36,-0.3,,0.0,50.0,4442,36.53+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,22.35+/-0.23,22.07+/-0.23,nan+/-nan,22.27+/-0.23,21.99+/-0.23,nan+/-nan,22.29+/-0.23,22.02+/-0.23,nan+/-nan
G. ruber (white),1982-05-01,3.07,3.35,,-0.55,-0.66,,0.0,50.0,4503,36.54+/-0.09,36.50+/-0.09,36.51+/-0.09,1.12+/-0.05,1.10+/-0.05,1.11+/-0.05,23.24+/-0.23,23.76+/-0.24,nan+/-nan,23.15+/-0.23,23.66+/-0.24,nan+/-nan,23.17+/-0.23,23.69+/-0.24,nan+/-nan
G. ruber (white),1982-07-01,4.56,4.25,,-1.04,-1.35,,0.0,50.0,4564,36.38+/-0.09,36.50+/-0.09,36.47+/-0.09,1.04+/-0.05,1.10+/-0.05,1.08+/-0.05,25.15+/-0.24,26.62+/-0.24,nan+/-nan,25.45+/-0.24,26.93+/-0.24,nan+/-nan,25.37+/-0.24,26.85+/-0.24,nan+/-nan
G. ruber (white),1982-11-01,4.98,4.56,,-1.52,-1.54,,0.0,50.0,4687,36.43+/-0.09,36.49+/-0.09,36.49+/-0.09,1.06+/-0.05,1.10+/-0.05,1.10+/-0.05,27.57+/-0.24,27.67+/-0.24,nan+/-nan,27.75+/-0.24,27.84+/-0.24,nan+/-nan,27.74+/-0.24,27.84+/-0.24,nan+/-nan
G. ruber (white),1983-02-01,3.3,3.31,,-0.32,-0.47,,0.0,50.0,4779,36.52+/-0.09,36.49+/-0.09,36.50+/-0.09,1.12+/-0.05,1.10+/-0.05,1.10+/-0.05,22.14+/-0.23,22.84+/-0.23,nan+/-nan,22.07+/-0.23,22.76+/-0.23,nan+/-nan,22.09+/-0.23,22.79+/-0.23,nan+/-nan
